k;lu;P0;I;gamma;sgamma;r;Psat;Lsat;loptim;lres;loptim/lres;Psat/Pall;Lsat/lu;f;rho;P0/Pall
1.40E+00;3.88E+00;7.88E+05;7.00E+01;8.94E+02;0.00000E+00;6.00000E-05;7.00E+07;1.35E+01;4.81435E-08;4.80150E-08;2.67582E-03;2.19E-03;3.48E+00;8.62E-01;2.23E-03;2.46E-05
1.40E+00;3.88E+00;7.88E+04;7.00E+01;3.00E+03;0.00000E+00;6.00000E-05;7.00E+07;4.70E+01;4.27141E-09;4.26800E-09;7.98969E-04;6.52E-04;1.21E+01;8.62E-01;6.65E-04;7.34E-07
1.28E+00;3.88E+00;1.60E+06;7.00E+02;3.16E+03;0.00000E+00;6.00000E-05;1.32E+09;2.26E+01;3.53473E-09;3.52924E-09;1.55479E-03;1.17E-03;5.82E+00;8.76E-01;1.29E-03;1.41E-06
2.40E+00;2.77E+00;1.94E+07;7.00E+02;7.75E+03;0.00000E+00;6.00000E-05;1.66E+09;2.56E+01;8.96274E-10;8.95633E-10;7.16177E-04;5.99E-04;9.25E+00;7.83E-01;5.96E-04;7.01E-06
2.40E+00;2.77E+00;1.94E+06;7.00E+02;4.47E+03;0.00000E+00;6.00000E-05;1.32E+09;1.89E+01;2.68912E-09;2.68690E-09;8.28041E-04;8.25E-04;6.82E+00;7.83E-01;1.03E-03;1.21E-06
1.33E+00;2.77E+00;2.30E+08;6.00E+03;1.00E+04;0.00000E+00;6.00000E-05;2.38E+10;2.32E+01;2.61210E-10;2.60996E-10;8.18690E-04;7.76E-04;8.38E+00;8.70E-01;6.83E-04;7.50E-06
3.19E+00;1.97E+00;1.04E+06;8.00E+01;2.00E+03;0.00000E+00;6.00000E-05;9.00E+07;1.19E+01;1.50107E-08;1.49918E-08;1.25914E-03;1.10E-03;6.04E+00;7.52E-01;1.05E-03;1.27E-05
3.93E+00;1.97E+00;2.15E+05;7.00E+02;7.07E+03;0.00000E+00;6.00000E-05;1.06E+09;2.40E+01;1.71927E-09;1.71832E-09;5.51942E-04;4.19E-04;1.22E+01;7.36E-01;6.93E-04;8.50E-08
1.49E+00;1.97E+00;1.55E+07;5.00E+03;8.94E+03;0.00000E+00;6.00000E-05;1.29E+10;2.26E+01;2.59927E-10;2.59800E-10;4.88771E-04;5.64E-04;1.15E+01;8.52E-01;6.09E-04;6.78E-07
1.24E+00;3.30E+00;1.14E+07;6.00E+02;2.24E+03;0.00000E+00;6.00000E-05;1.12E+09;1.27E+01;5.85136E-09;5.83703E-09;2.45511E-03;1.63E-03;3.85E+00;8.80E-01;1.53E-03;1.67E-05
2.12E+00;1.45E+00;4.51E+04;5.00E+01;2.45E+03;0.00000E+00;4.00000E-05;3.85E+07;1.84E+01;3.92662E-09;3.92370E-09;7.44406E-04;6.15E-04;1.27E+01;8.00E-01;6.21E-04;7.21E-07
2.12E+00;1.45E+00;4.51E+04;5.00E+01;2.65E+03;0.00000E+00;4.00000E-05;4.00E+07;1.95E+01;3.36549E-09;3.36317E-09;6.88409E-04;5.92E-04;1.35E+01;8.00E-01;5.75E-04;6.67E-07
1.95E+00;2.92E+00;1.27E+05;8.00E+01;3.16E+03;0.00000E+00;4.00000E-05;1.10E+08;2.24E+01;4.24018E-09;4.23582E-09;1.02962E-03;8.51E-04;7.68E+00;8.12E-01;8.57E-04;9.85E-07
2.67E+00;3.53E+00;1.21E+05;6.00E+01;2.65E+03;0.00000E+00;4.00000E-05;9.40E+07;2.67E+01;1.15263E-08;1.15089E-08;1.50787E-03;1.16E-03;7.56E+00;7.71E-01;1.26E-03;1.50E-06
2.67E+00;3.53E+00;1.21E+06;6.00E+01;2.65E+03;0.00000E+00;4.00000E-05;1.21E+08;2.14E+01;1.15321E-08;1.15089E-08;2.01182E-03;1.49E-03;6.07E+00;7.71E-01;1.26E-03;1.50E-05
1.22E+00;3.61E+00;3.39E+08;6.00E+03;9.49E+03;0.00000E+00;4.00000E-05;3.30E+10;1.88E+01;3.50260E-10;3.49809E-10;1.28865E-03;1.13E-03;5.21E+00;8.83E-01;1.07E-03;1.17E-05
1.04E+00;3.61E+00;2.08E+05;8.00E+02;7.07E+03;0.00000E+00;4.00000E-05;1.38E+09;4.59E+01;5.56528E-10;5.56228E-10;5.38527E-04;4.77E-04;1.27E+01;9.05E-01;6.72E-04;7.19E-08
3.68E+00;3.61E+00;4.82E+07;8.00E+02;7.07E+03;0.00000E+00;4.00000E-05;4.17E+09;1.58E+01;2.81000E-09;2.80540E-09;1.63917E-03;1.44E-03;4.37E+00;7.40E-01;1.37E-03;1.67E-05
2.89E+00;3.26E+00;2.05E+06;5.00E+02;5.48E+03;0.00000E+00;4.00000E-05;1.70E+09;2.08E+01;2.81645E-09;2.81232E-09;1.46998E-03;1.21E-03;6.38E+00;7.62E-01;1.22E-03;1.46E-06
3.39E+00;3.26E+00;2.28E+06;5.00E+02;9.49E+03;0.00000E+00;4.00000E-05;1.51E+09;3.09E+01;1.22254E-09;1.22179E-09;6.17638E-04;6.23E-04;9.48E+00;7.47E-01;7.75E-04;9.41E-07
1.44E+00;3.44E+00;2.09E+05;7.00E+02;7.07E+03;0.00000E+00;4.00000E-05;1.29E+09;3.95E+01;7.01078E-10;7.00659E-10;5.98342E-04;5.10E-04;1.15E+01;8.58E-01;7.47E-04;8.27E-08
2.22E+00;3.44E+00;2.79E+06;7.00E+02;7.75E+03;0.00000E+00;4.00000E-05;1.91E+09;2.85E+01;9.93757E-10;9.93070E-10;6.91977E-04;6.89E-04;8.28E+00;7.94E-01;8.64E-04;1.01E-06
1.88E+00;2.55E+00;7.73E+05;6.00E+01;1.73E+03;0.00000E+00;4.00000E-05;8.57E+07;1.43E+01;1.17846E-08;1.17606E-08;2.03978E-03;1.61E-03;5.61E+00;8.17E-01;1.27E-03;1.46E-05
1.88E+00;2.55E+00;7.73E+05;6.00E+01;2.65E+03;0.00000E+00;4.00000E-05;8.57E+07;2.06E+01;5.04698E-09;5.04026E-09;1.33284E-03;1.06E-03;8.06E+00;8.17E-01;8.33E-04;9.53E-06
2.09E+00;3.47E+00;1.72E+06;5.00E+02;7.75E+03;0.00000E+00;4.00000E-05;1.32E+09;3.44E+01;9.21551E-10;9.20720E-10;9.02186E-04;6.67E-04;9.91E+00;8.02E-01;7.51E-04;8.70E-07
3.06E+00;3.47E+00;1.61E+05;7.00E+01;3.16E+03;0.00000E+00;4.00000E-05;1.30E+08;2.75E+01;9.87194E-09;9.85791E-09;1.42338E-03;1.15E-03;7.93E+00;7.56E-01;1.18E-03;1.43E-06
1.96E+00;3.63E+00;7.89E+04;5.00E+01;4.47E+03;0.00000E+00;4.00000E-05;6.45E+07;5.18E+01;2.65254E-09;2.65062E-09;7.23904E-04;5.64E-04;1.43E+01;8.11E-01;6.01E-04;6.91E-07
3.32E+00;3.63E+00;4.52E+06;8.00E+02;7.07E+03;0.00000E+00;4.00000E-05;3.54E+09;2.12E+01;2.36722E-09;2.36356E-09;1.54676E-03;1.22E-03;5.85E+00;7.49E-01;1.29E-03;1.56E-06
3.19E+00;1.98E+00;1.57E+06;5.00E+02;6.32E+03;0.00000E+00;4.00000E-05;1.12E+09;1.78E+01;1.50825E-09;1.50679E-09;9.68851E-04;6.93E-04;8.97E+00;7.52E-01;8.04E-04;9.72E-07
1.22E+00;1.71E+00;2.23E+06;8.00E+02;7.75E+03;0.00000E+00;2.00000E-05;1.70E+09;1.85E+01;2.48677E-10;2.48548E-10;5.17856E-04;5.37E-04;1.08E+01;8.83E-01;6.48E-04;7.04E-07
3.41E+00;1.71E+00;1.10E+05;5.00E+01;4.47E+03;0.00000E+00;2.00000E-05;8.40E+07;1.92E+01;2.91577E-09;2.91300E-09;9.50530E-04;7.35E-04;1.12E+01;7.47E-01;7.90E-04;9.60E-07
1.94E+00;2.43E+00;3.21E+07;7.00E+02;7.75E+03;0.00000E+00;2.00000E-05;2.80E+09;1.42E+01;5.84271E-10;5.83564E-10;1.21152E-03;1.01E-03;5.84E+00;8.12E-01;1.01E-03;1.16E-05
1.21E+00;2.94E+00;2.17E+07;6.00E+02;8.37E+03;0.00000E+00;2.00000E-05;2.06E+09;2.23E+01;3.64070E-10;3.63731E-10;9.33320E-04;8.03E-04;7.57E+00;8.84E-01;7.78E-04;8.45E-06
1.49E+00;2.46E+00;2.72E+07;7.00E+02;9.49E+03;0.00000E+00;2.00000E-05;2.26E+09;1.94E+01;2.88623E-10;2.88374E-10;8.64569E-04;6.66E-04;7.89E+00;8.52E-01;7.20E-04;8.00E-06
1.97E+00;3.09E+00;2.11E+06;8.00E+01;3.16E+03;0.00000E+00;2.00000E-05;1.74E+08;1.74E+01;4.55074E-09;4.54299E-09;1.70625E-03;1.35E-03;5.63E+00;8.10E-01;1.42E-03;1.63E-05
1.59E+00;3.30E+00;1.02E+05;5.00E+01;2.65E+03;0.00000E+00;2.00000E-05;7.80E+07;2.56E+01;5.34533E-09;5.33669E-09;1.61812E-03;1.15E-03;7.76E+00;8.42E-01;1.35E-03;1.51E-06
3.81E+00;3.30E+00;3.43E+06;8.00E+01;6.32E+03;0.00000E+00;2.00000E-05;2.60E+08;2.40E+01;3.41087E-09;3.40644E-09;1.30031E-03;1.01E-03;7.27E+00;7.38E-01;1.08E-03;1.33E-05
3.08E+00;1.50E+00;3.17E+06;7.00E+02;1.00E+04;0.00000E+00;2.00000E-05;2.27E+09;1.46E+01;4.31120E-10;4.30740E-10;8.82203E-04;6.35E-04;9.73E+00;7.56E-01;7.35E-04;8.86E-07
1.86E+00;3.21E+00;2.40E+06;5.00E+02;9.49E+03;0.00000E+00;2.00000E-05;2.00E+09;2.90E+01;4.87321E-10;4.86815E-10;1.04015E-03;8.25E-04;9.03E+00;8.19E-01;8.67E-04;9.91E-07
1.86E+00;3.21E+00;2.40E+07;5.00E+02;5.48E+03;0.00000E+00;2.00000E-05;2.27E+09;1.37E+01;1.46307E-09;1.46044E-09;1.80039E-03;1.62E-03;4.27E+00;8.19E-01;1.50E-03;1.72E-05
3.09E+00;3.17E+00;4.26E+07;6.00E+02;8.37E+03;0.00000E+00;2.00000E-05;4.37E+09;1.47E+01;1.31029E-09;1.30741E-09;2.20285E-03;1.70E-03;4.63E+00;7.55E-01;1.38E-03;1.66E-05
1.36E+00;2.30E+00;7.24E+04;5.00E+01;2.45E+03;0.00000E+00;2.00000E-05;6.15E+07;2.10E+01;3.69386E-09;3.68920E-09;1.26336E-03;9.83E-04;9.13E+00;8.66E-01;1.05E-03;1.16E-06
3.82E+00;1.81E+00;5.70E+06;5.00E+02;3.16E+03;0.00000E+00;2.00000E-04;4.89E+08;1.72E+01;7.51152E-09;7.50805E-09;4.62185E-04;6.05E-04;9.50E+00;7.38E-01;5.76E-04;7.06E-06
2.31E+00;1.81E+00;2.41E+04;6.00E+01;7.75E+02;0.00000E+00;2.00000E-04;1.80E+07;1.55E+01;5.53840E-08;5.53264E-08;1.04157E-03;7.58E-04;8.56E+00;7.88E-01;8.68E-04;1.02E-06
1.03E+00;1.81E+00;2.38E+05;5.00E+02;8.94E+02;0.00000E+00;2.00000E-04;1.80E+08;1.30E+01;1.73267E-08;1.73132E-08;7.78421E-04;7.88E-04;7.18E+00;9.06E-01;9.76E-04;1.04E-06
1.56E+00;3.59E+00;4.96E+04;5.00E+02;2.65E+03;0.00000E+00;2.00000E-04;2.70E+08;4.47E+01;5.68749E-09;5.68451E-09;5.23491E-04;3.99E-04;1.25E+01;8.45E-01;6.56E-04;7.33E-08
1.38E+00;3.59E+00;8.55E+04;8.00E+02;1.73E+03;0.00000E+00;2.00000E-04;5.12E+08;2.76E+01;1.16909E-08;1.16807E-08;8.75444E-04;7.23E-04;7.69E+00;8.64E-01;1.10E-03;1.21E-07
1.10E+00;3.59E+00;2.32E+05;6.00E+01;6.32E+02;0.00000E+00;2.00000E-04;2.30E+07;1.98E+01;7.21208E-08;7.20243E-08;1.34026E-03;1.19E-03;5.52E+00;8.97E-01;1.12E-03;1.20E-05
1.17E+00;3.22E+00;1.05E+07;6.00E+03;3.00E+03;0.00000E+00;2.00000E-04;8.85E+09;2.12E+01;3.01583E-09;3.01329E-09;8.41641E-04;9.62E-04;6.58E+00;8.89E-01;1.05E-03;1.14E-06
1.17E+00;3.22E+00;1.05E+06;6.00E+03;4.47E+03;0.00000E+00;2.00000E-04;6.22E+09;3.60E+01;1.35675E-09;1.35598E-09;5.68005E-04;4.54E-04;1.12E+01;8.89E-01;7.05E-04;7.63E-08
1.86E+00;3.22E+00;3.07E+04;6.00E+01;7.07E+02;0.00000E+00;2.00000E-04;2.70E+07;2.06E+01;8.80302E-08;8.78995E-08;1.48686E-03;1.25E-03;6.40E+00;8.19E-01;1.24E-03;1.42E-06
3.49E+00;3.22E+00;7.89E+04;5.00E+02;1.73E+03;0.00000E+00;2.00000E-04;4.68E+08;1.90E+01;3.80945E-08;3.80500E-08;1.17029E-03;1.06E-03;5.90E+00;7.45E-01;1.46E-03;1.78E-07
1.16E+00;3.44E+00;5.04E+06;6.00E+02;1.00E+03;0.00000E+00;2.00000E-04;4.35E+08;1.28E+01;2.88247E-08;2.87722E-08;1.82607E-03;1.42E-03;3.73E+00;8.90E-01;1.52E-03;1.64E-05
3.24E+00;3.44E+00;4.64E+04;6.00E+01;2.00E+03;0.00000E+00;2.00000E-04;3.33E+07;4.29E+01;2.68900E-08;2.68698E-08;7.50284E-04;5.43E-04;1.25E+01;7.51E-01;6.25E-04;7.57E-07
1.12E+00;3.45E+00;1.56E+07;8.00E+03;5.48E+03;0.00000E+00;2.00000E-04;1.64E+10;4.00E+01;9.36367E-10;9.35638E-10;7.78625E-04;7.32E-04;1.16E+01;8.95E-01;6.47E-04;6.97E-07
3.31E+00;3.45E+00;1.72E+07;5.00E+03;9.49E+03;0.00000E+00;2.00000E-04;1.45E+10;4.17E+01;1.24221E-09;1.24163E-09;4.69521E-04;5.98E-04;1.21E+01;7.49E-01;5.84E-04;7.08E-07
3.01E+00;2.18E+00;2.56E+04;5.00E+01;7.75E+02;0.00000E+00;2.00000E-04;2.13E+07;1.57E+01;1.00592E-07;1.00462E-07;1.28915E-03;1.08E-03;7.18E+00;7.58E-01;1.07E-03;1.29E-06
3.01E+00;2.18E+00;2.56E+04;5.00E+01;7.75E+02;0.00000E+00;2.00000E-04;2.09E+07;1.57E+01;1.00592E-07;1.00462E-07;1.28915E-03;1.06E-03;7.18E+00;7.58E-01;1.07E-03;1.29E-06
1.15E+00;2.18E+00;6.25E+06;5.00E+03;1.73E+03;0.00000E+00;2.00000E-04;5.40E+09;1.16E+01;6.04219E-09;6.03588E-09;1.04531E-03;1.22E-03;5.32E+00;8.91E-01;1.31E-03;1.41E-06
2.12E+00;2.18E+00;5.56E+05;6.00E+02;2.24E+03;0.00000E+00;2.00000E-04;4.00E+08;2.17E+01;7.08285E-09;7.07888E-09;5.60372E-04;5.83E-04;9.95E+00;8.00E-01;6.99E-04;8.11E-07
3.49E+00;1.95E+00;1.90E+08;7.00E+03;4.47E+03;0.00000E+00;2.00000E-04;2.12E+10;1.17E+01;3.46181E-09;3.45639E-09;1.56721E-03;1.33E-03;6.02E+00;7.45E-01;9.78E-04;1.19E-05
2.42E+00;2.38E+00;3.67E+04;7.00E+01;7.75E+02;0.00000E+00;2.00000E-04;2.90E+07;1.62E+01;7.80145E-08;7.79092E-08;1.35114E-03;1.05E-03;6.81E+00;7.82E-01;1.13E-03;1.33E-06
2.42E+00;2.38E+00;3.67E+04;7.00E+01;1.00E+03;0.00000E+00;2.00000E-04;2.70E+07;2.04E+01;4.67945E-08;4.67456E-08;1.04652E-03;7.55E-04;8.59E+00;7.82E-01;8.72E-04;1.03E-06
2.97E+00;2.38E+00;3.43E+05;6.00E+01;7.07E+02;0.00000E+00;2.00000E-04;3.12E+07;1.12E+01;1.28972E-07;1.28769E-07;1.57934E-03;1.44E-03;4.71E+00;7.59E-01;1.32E-03;1.58E-05
2.97E+00;2.38E+00;3.43E+05;6.00E+01;1.41E+03;0.00000E+00;2.00000E-04;2.84E+07;2.12E+01;3.22176E-08;3.21923E-08;7.84669E-04;6.55E-04;8.91E+00;7.59E-01;6.58E-04;7.90E-06
3.21E+00;2.38E+00;1.68E+08;6.00E+03;4.47E+03;0.00000E+00;2.00000E-04;1.63E+10;1.32E+01;3.66491E-09;3.66046E-09;1.21484E-03;1.19E-03;5.55E+00;7.52E-01;1.01E-03;1.22E-05
2.16E+00;2.46E+00;5.72E+04;7.00E+02;1.41E+03;0.00000E+00;3.00000E-04;3.28E+08;2.09E+01;2.05127E-08;2.04968E-08;7.74595E-04;6.48E-04;8.49E+00;7.97E-01;9.72E-04;1.13E-07
1.77E+00;2.46E+00;2.33E+05;7.00E+01;4.47E+02;0.00000E+00;3.00000E-04;2.10E+07;1.13E+01;1.58079E-07;1.57836E-07;1.53710E-03;1.31E-03;4.57E+00;8.26E-01;1.28E-03;1.45E-05
1.77E+00;2.46E+00;2.33E+04;7.00E+01;7.75E+02;0.00000E+00;3.00000E-04;1.54E+07;2.34E+01;5.26433E-08;5.26122E-08;5.91497E-04;5.56E-04;9.51E+00;8.26E-01;7.39E-04;8.39E-07
1.21E+00;1.63E+00;2.41E+04;6.00E+02;8.94E+02;0.00000E+00;3.00000E-04;1.54E+08;1.68E+01;1.76567E-08;1.76453E-08;6.47941E-04;5.62E-04;1.03E+01;8.84E-01;8.08E-04;8.77E-08
1.76E+00;3.00E+00;7.84E+06;5.00E+03;2.45E+03;0.00000E+00;3.00000E-04;6.84E+09;1.89E+01;6.38043E-09;6.37200E-09;1.32319E-03;1.09E-03;6.30E+00;8.27E-01;1.10E-03;1.25E-06
1.80E+00;3.00E+00;3.69E+06;5.00E+02;1.41E+03;0.00000E+00;3.00000E-04;3.44E+08;1.84E+01;1.96641E-08;1.96501E-08;7.12516E-04;9.52E-04;6.14E+00;8.24E-01;8.98E-04;1.02E-05
1.80E+00;3.00E+00;3.69E+05;5.00E+02;1.00E+03;0.00000E+00;3.00000E-04;2.53E+08;1.62E+01;3.93399E-08;3.93000E-08;1.01527E-03;9.90E-04;5.40E+00;8.24E-01;1.27E-03;1.45E-06
3.79E+00;2.14E+00;1.95E+07;8.00E+03;4.47E+03;0.00000E+00;3.00000E-04;1.80E+10;1.81E+01;4.38198E-09;4.37739E-09;1.04884E-03;9.85E-04;8.46E+00;7.38E-01;8.72E-04;1.07E-06
1.89E+00;2.14E+00;1.23E+06;8.00E+03;3.00E+03;0.00000E+00;3.00000E-04;9.98E+09;2.10E+01;3.31578E-09;3.31230E-09;1.04945E-03;8.14E-04;9.81E+00;8.16E-01;8.74E-04;1.00E-07
2.47E+00;2.03E+00;1.19E+08;7.00E+03;4.47E+03;0.00000E+00;3.00000E-04;1.26E+10;1.73E+01;2.05715E-09;2.05560E-09;7.54205E-04;7.88E-04;8.53E+00;7.80E-01;6.28E-04;7.41E-06
1.49E+00;2.03E+00;3.20E+06;6.00E+02;1.00E+03;0.00000E+00;3.00000E-04;3.13E+08;1.22E+01;2.14411E-08;2.14170E-08;1.12492E-03;1.02E-03;6.02E+00;8.52E-01;9.38E-04;1.04E-05
2.40E+00;1.51E+00;1.68E+05;6.00E+01;7.07E+02;0.00000E+00;3.00000E-04;1.40E+07;1.27E+01;5.86342E-08;5.85880E-08;7.89177E-04;6.46E-04;8.42E+00;7.83E-01;6.57E-04;7.73E-06
1.42E+00;1.84E+00;4.90E+05;5.00E+03;1.73E+03;0.00000E+00;3.00000E-04;4.07E+09;1.60E+01;6.16341E-09;6.15849E-09;7.99589E-04;9.20E-04;8.70E+00;8.60E-01;1.00E-03;1.11E-07
3.57E+00;3.11E+00;2.77E+05;5.00E+01;6.32E+02;0.00000E+00;3.00000E-04;2.46E+07;1.38E+01;2.87088E-07;2.86604E-07;1.69025E-03;1.52E-03;4.42E+00;7.43E-01;1.41E-03;1.71E-05
3.76E+00;3.11E+00;1.70E+08;6.00E+03;7.75E+03;0.00000E+00;3.00000E-04;1.67E+10;3.03E+01;2.09263E-09;2.09116E-09;7.01900E-04;7.03E-04;9.74E+00;7.39E-01;5.84E-04;7.15E-06
1.96E+00;2.47E+00;2.98E+03;8.00E+01;6.32E+02;0.00000E+00;3.00000E-04;1.90E+07;2.17E+01;9.02521E-08;9.01796E-08;8.04322E-04;7.35E-04;8.78E+00;8.11E-01;1.00E-03;1.15E-07
1.01E+00;2.47E+00;1.60E+05;7.00E+01;3.00E+02;0.00000E+00;3.00000E-04;1.58E+07;1.03E+01;2.07561E-07;2.07212E-07;1.68225E-03;1.47E-03;4.18E+00;9.09E-01;1.40E-03;1.49E-05
1.05E+00;2.40E+00;8.96E+07;8.00E+03;3.00E+03;0.00000E+00;3.00000E-04;1.07E+10;1.90E+01;2.07003E-09;2.06833E-09;8.20306E-04;8.72E-04;7.92E+00;9.04E-01;6.83E-04;7.30E-06
1.21E+00;2.40E+00;4.57E+04;8.00E+02;1.00E+03;0.00000E+00;3.00000E-04;3.00E+08;1.93E+01;2.08017E-08;2.07846E-08;8.22725E-04;7.34E-04;8.06E+00;8.84E-01;1.03E-03;1.12E-07
1.21E+00;2.40E+00;4.57E+06;8.00E+02;8.37E+02;0.00000E+00;3.00000E-04;4.46E+08;1.09E+01;2.97361E-08;2.96923E-08;1.47555E-03;1.30E-03;4.55E+00;8.84E-01;1.23E-03;1.34E-05
2.01E+00;3.94E+00;1.03E+06;5.00E+03;1.73E+03;0.00000E+00;3.00000E-04;6.38E+09;1.65E+01;1.98636E-08;1.98317E-08;1.60954E-03;1.44E-03;4.19E+00;8.07E-01;2.01E-03;2.32E-07
1.31E+00;3.94E+00;1.66E+04;5.00E+01;9.49E+02;0.00000E+00;3.00000E-04;1.21E+07;4.58E+01;4.06910E-08;4.06707E-08;4.99732E-04;4.99E-04;1.16E+01;8.72E-01;6.26E-04;6.86E-07
1.31E+00;3.94E+00;1.66E+03;5.00E+01;4.47E+02;0.00000E+00;3.00000E-04;1.21E+07;2.82E+01;1.83212E-07;1.83018E-07;1.06223E-03;1.06E-03;7.16E+00;8.72E-01;1.33E-03;1.46E-07
3.03E+00;3.94E+00;4.55E+05;7.00E+01;8.94E+02;0.00000E+00;3.00000E-04;4.00E+07;2.00E+01;1.37860E-07;1.37665E-07;1.41728E-03;1.25E-03;5.08E+00;7.57E-01;1.18E-03;1.42E-05
3.81E+00;3.57E+00;2.76E+07;8.00E+03;3.16E+03;0.00000E+00;3.00000E-04;2.06E+10;1.40E+01;1.47611E-08;1.47406E-08;1.39089E-03;1.59E-03;3.92E+00;7.38E-01;1.74E-03;2.13E-06
3.57E+00;3.02E+00;3.51E+03;7.00E+01;1.00E+03;0.00E+00;4.00E-04;2.50E+07;3.45E+01;1.11E-07;1.11324E-07;9.70186E-04;6.99E-04;1.14E+01;7.43E-01;8.05E-04;9.81E-08
1.30E+00;3.02E+00;1.14E+04;5.00E+01;3.00E+02;0.00E+00;4.00E-04;1.00E+07;1.72E+01;3.10E-07;3.09550E-07;1.63463E-03;1.30E-03;5.70E+00;8.73E-01;1.36E-03;1.49E-06
1.04E+00;3.15E+00;1.90E+04;8.00E+01;2.83E+02;0.00E+00;4.00E-04;1.65E+07;1.59E+01;3.04E-07;3.03008E-07;2.95734E-03;1.43E-03;5.05E+00;9.05E-01;1.53E-03;1.64E-06
3.92E+00;2.00E+00;2.84E+03;7.00E+01;1.00E+03;0.00E+00;4.00E-04;1.54E+07;2.63E+01;8.69E-08;8.68320E-08;5.18242E-04;4.31E-04;1.32E+01;7.36E-01;6.47E-04;7.94E-08
1.85E+00;2.00E+00;5.10E+06;5.00E+03;2.65E+03;0.00E+00;4.00E-04;4.37E+09;2.16E+01;3.88E-09;3.86080E-09;3.74415E-03;6.45E-04;1.08E+01;8.19E-01;6.60E-04;7.53E-07
1.85E+00;2.00E+00;5.10E+05;5.00E+03;2.00E+03;0.00E+00;4.00E-04;4.07E+09;2.00E+01;6.78E-09;6.77813E-09;7.00046E-04;7.96E-04;1.00E+01;8.19E-01;8.75E-04;9.98E-08
2.96E+00;2.09E+00;7.19E+05;5.00E+03;2.65E+03;0.00E+00;4.00E-04;5.54E+09;2.04E+01;8.04E-09;8.00703E-09;3.92545E-03;8.18E-04;9.76E+00;7.60E-01;8.84E-04;1.06E-07
3.30E+00;1.66E+00;5.76E+04;8.00E+02;2.00E+03;0.00E+00;4.00E-04;3.70E+08;2.30E+01;1.34E-08;1.33734E-08;4.65477E-04;4.53E-04;1.39E+01;7.49E-01;5.81E-04;7.05E-08
2.94E+00;1.58E+00;1.63E+05;6.00E+01;7.07E+02;0.00E+00;4.00E-04;1.33E+07;1.43E+01;8.41E-08;8.41098E-08;4.50112E-04;6.14E-04;9.05E+00;7.60E-01;6.27E-04;7.52E-06
3.91E+00;1.58E+00;1.97E+04;6.00E+01;7.75E+02;0.00E+00;4.00E-04;1.33E+07;1.63E+01;1.14E-07;1.13695E-07;1.58413E-03;5.60E-04;1.03E+01;7.36E-01;6.77E-04;8.29E-07
1.20E+00;1.58E+00;8.98E+03;6.00E+01;3.00E+02;0.00E+00;4.00E-04;6.29E+06;1.24E+01;1.51E-07;1.50978E-07;7.16809E-04;6.84E-04;7.85E+00;8.85E-01;9.00E-04;9.76E-07
1.24E+00;3.68E+00;2.72E+04;5.00E+02;1.00E+03;0.00E+00;4.00E-04;1.62E+08;3.13E+01;3.26E-08;3.25459E-08;7.82894E-04;6.34E-04;8.51E+00;8.80E-01;9.79E-04;1.06E-07
2.42E+00;2.18E+00;4.70E+04;7.00E+02;9.49E+02;0.00E+00;4.00E-04;2.72E+08;1.54E+01;4.76E-08;4.75431E-08;1.60868E-03;8.01E-04;7.06E+00;7.82E-01;1.18E-03;1.38E-07
1.01E+00;2.54E+00;7.42E+04;5.00E+01;2.65E+02;0.00E+00;5.00E-04;6.60E+06;1.42E+01;2.74E-07;2.73088E-07;4.45486E-03;9.75E-04;5.59E+00;9.09E-01;1.03E-03;1.10E-05
2.10E+00;2.54E+00;7.16E+05;6.00E+03;2.65E+03;0.00E+00;5.00E-04;5.28E+09;2.78E+01;5.82E-09;5.79616E-09;3.82577E-03;6.50E-04;1.09E+01;8.01E-01;7.60E-04;8.81E-08
1.93E+00;2.22E+00;2.87E+05;6.00E+02;7.75E+02;0.00E+00;5.00E-04;2.15E+08;1.47E+01;5.30E-08;5.29002E-08;1.88429E-03;9.05E-04;6.62E+00;8.13E-01;1.05E-03;1.21E-06
3.56E+00;2.54E+00;6.93E+04;8.00E+02;2.24E+03;0.00E+00;5.00E-04;3.06E+08;3.14E+01;1.86E-08;1.85701E-08;4.01693E-03;3.34E-04;1.24E+01;7.43E-01;6.21E-04;7.57E-08
2.66E+00;2.68E+00;4.03E+05;6.00E+02;1.00E+03;0.00E+00;5.00E-04;2.72E+08;1.67E+01;6.09E-08;6.08065E-08;8.84445E-04;8.87E-04;6.23E+00;7.71E-01;1.11E-03;1.31E-06
3.02E+00;2.68E+00;1.39E+07;8.00E+03;2.00E+03;0.00E+00;5.00E-04;1.20E+10;1.38E+01;1.87E-08;1.86267E-08;1.69273E-03;1.47E-03;5.15E+00;7.58E-01;1.41E-03;1.70E-06
3.02E+00;2.68E+00;1.39E+06;8.00E+03;2.45E+03;0.00E+00;5.00E-04;9.98E+09;2.04E+01;1.24E-08;1.24126E-08;1.33670E-03;9.96E-04;7.61E+00;7.58E-01;1.15E-03;1.39E-07
1.77E+00;2.68E+00;3.07E+06;6.00E+02;7.07E+02;0.00E+00;5.00E-04;2.90E+08;1.22E+01;6.89E-08;6.88016E-08;1.19419E-03;1.34E-03;4.55E+00;8.26E-01;1.25E-03;1.42E-05
